№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;ИНН;Адрес;Контакты;ФИО Руководителя
№ 0124300023920000111;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300023920000111;Определение поставщика завершено;"Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения вне границ населенных пунктов в границах МО ""Шеговарское"", МО ""Сюмское""";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ШЕНКУРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""АРХАНГЕЛЬСКОЙОБЛАСТИ";17.12.2020;4 174 500,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300023920000111;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ШЕНКУРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" АРХАНГЕЛЬСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Палешев Н. П.;;4 174 500,00;08.01.2023;13.01.2021;Да;ОБЛ АРХАНГЕЛЬСКАЯ 29, Р-Н ШЕНКУРСКИЙ, С ШЕГОВАРЫ;8-253-2611477kylakova72@yandex.ru;
№ 0124200000620008045;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124200000620008045;Определение поставщика завершено;Оказание услуг по содержанию автомобильнойдорогирегионального значения Подъезд к г. Шенкурск от автомобильнойдорогиМ-8 «Холмогоры» в Шенкурском районеАрхангельскойобласти, обеспечив  бесперебойное безопасное движение транспортных средств через р. Вага;КОНТРАКТНОЕ АГЕНТСТВОАРХАНГЕЛЬСКОЙОБЛАСТИ;17.12.2020;58 582 500,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124200000620008045;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ДОРОЖНОЕ АГЕНТСТВО ""АРХАНГЕЛЬСКАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОДОРМОСТ""";;58 582 500,00;31.03.2022;05.02.2021;2907015309;165150, Архангельская область, Вельский район, д. Лукинская, ул. Зеленая, дом 1;7-81836-60137adormost@mail.ru;
№ 0324300007320000058;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300007320000058;Определение поставщика завершено;"Выполнение  работ по содержанию в зимний период  тротуаров по ул. Цементников, ул. 40 лет Победы, у здания администрации (МКУК СКЦ ""Мир"")  расположенных на территории п. Савинский Плесецкого районаАрхангельскойобласти";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""САВИНСКОЕ""";16.12.2020;109 080,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300007320000058;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""САВИНСКОЕ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФСАВИНСК""";;109 080,00;08.02.2022;13.01.2021;2920016238;164288, ОБЛ АРХАНГЕЛЬСКАЯ 29, Р-Н ПЛЕСЕЦКИЙ, РАБОЧИЙ ПО САВИНСКИЙ, УЛ ОКТЯБРЬСКАЯ, ДОМ 9, ОФИС 3;8818-32-61646profsavinsk@mail.ru;
№ 0124300006420000188;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300006420000188;Определение поставщика завершено;Выделение специализированной техники для выполнения работ по содержанию автомобильныхдорогобщего пользования местного значения МО «Шангальское» Устьянского районаАрхангельскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""УСТЬЯНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";16.12.2020;1 700 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300006420000188;"УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА И ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ МО ""УСТЬЯНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЛАГОВЕСТ""";1 - Победитель;1 555 500,00;Есманский А. В.;2 - Второй номер;1 564 000,00;;;;;;
№ 0124300024720000115;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300024720000115;Определение поставщика завершено;"Оказание услуг по содержанию автомобильныхдорогв сельском поселении ""Пежемское"" Вельского районаАрхангельскойобласти на 2021 год";АДМИНИСТРАЦИЯ ВЕЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНААРХАНГЕЛЬСКОЙОБЛАСТИ;16.12.2020;800 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300024720000115;АДМИНИСТРАЦИЯ ВЕЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА АРХАНГЕЛЬСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕЖМА""";;800 000,00;31.12.2021;11.01.2021;2907012040;165103, ОБЛ АРХАНГЕЛЬСКАЯ 29, Р-Н ВЕЛЬСКИЙ, С ПЕЖМА, УЛ ЮБИЛЕЙНАЯ, 18;7-81836-58336оооpejma@yandex.ru;
№ 0330100010520000128;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000128;Определение поставщика завершено;"Разработка рабочей документации по объекту: ""Капитальный ремонт моста через реку Ошта на км 119+714 автомобильнойдорогиА-215 Лодейное Поле -  Вытегра - Прокшино - Плесецк - Брин-Наволок, Вологодская область""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСКФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";11.12.2020;5 849 417,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010520000128;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСТ-ПРОЕКТ""";1 - Победитель;4 855 016,11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗИС""";2 - Второй номер;4 387 063,25;23.04.2021;01.02.2021;2310118895;127015, г. Москва, ул. Большая Новодмитровская, д. 59, этаж 2, помещение 9;субъект малого предпринимательства;
№ 32009789108;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009789108;Закупка завершена;Выполнение работ по восстановлению асфальтового покрытия нарушенных покрытийдороги тротуаров после проведения работ по технологическому присоединению объектов капитального строительства к сети газораспределения вАрхангельском, Благоварском, Благовещенском, Иглинском, Кармаскалинском, Кушнаренковском, Нуримановском, Чишминском районах».;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ УФА""";10.12.2020;471 744,00 ₽;;;;;;;;;;;;;;
№ 32009788221;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009788221;Закупка завершена;Оказание услуг по проведению предрейсовых медицинских осмотров (водителей) структурных подразделений филиала ФГП ВО ЖДТ России на Северной железнойдорогев г.Архангельск;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;76 000,00 ₽;;;;;;;;;;;;;;
№ 32009788155;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009788155;Закупка завершена;Оказание услуг по проведению предрейсовых медицинских осмотров (водителей) структурных подразделений филиала ФГП ВО ЖДТ России на Северной железнойдорогев п. МалошуйкаАрхангельскойобласти;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;10 080,00 ₽;;;;;;;;;;;;;;
№ 32009788083;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009788083;Закупка завершена;Оказание услуг по проведению предрейсовых медицинских осмотров (водителей) структурных подразделений филиала ФГП ВО ЖДТ России на Северной железнойдорогев п. ОбозерскийАрхангельскойобласти;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;10 560,00 ₽;;;;;;;;;;;;;;
№ 32009788005;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009788005;Закупка завершена;Оказание услуг по проведению предрейсовых медицинских осмотров (водителей) структурных подразделений филиала ФГП ВО ЖДТ России на Северной железнойдорогев г. НяндомаАрхангельскойобласти;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;9 280,00 ₽;;;;;;;;;;;;;;
№ 32009787733;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009787733;Закупка завершена;Оказание услуг по проведению предрейсовых медицинских осмотров (водителей) структурных подразделений филиала ФГП ВО ЖДТ России на Северной железнойдорогев п. Кизема Устьянский районАрхангельскойобласти;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;15 180,00 ₽;;;;;;;;;;;;;;
№ 32009787654;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009787654;Закупка завершена;Оказание услуг по проведению предрейсовых медицинских осмотров (водителей) структурных подразделений филиала ФГП ВО ЖДТ России на Северной железнойдорогев п. Кулой Вельского районаАрхангельскойобласти;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;46 200,00 ₽;;;;;;;;;;;;;;
№ 0324300007320000057;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300007320000057;Определение поставщика завершено;Выполнение  работ по содержанию в зимний период автомобильныхдорогместного значения, расположенных на территории п.Савинский Плесецкого районаАрхангельскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""САВИНСКОЕ""";10.12.2020;1 041 460,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300007320000057;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""САВИНСКОЕ""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОРОГИ""";;1 036 252,70;09.02.2022;13.01.2021;2901115427;163039, ОБЛ АРХАНГЕЛЬСКАЯ 29, Г АРХАНГЕЛЬСК, УЛ ДОРОЖНИКОВ, 6;8818-2-692020torg@road29.ru;
№ 32009785559;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009785559;Закупка завершена;Оказание услуг по проведению предрейсовых медицинских осмотров (водителей) структурных подразделений филиала ФГП ВО ЖДТ России на Северной железнойдорогев п. КоношаАрхангельскойобласти;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;8 990,00 ₽;;;;;;;;;;;;;;
№ 0324300061820000118;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300061820000118;Определение поставщика завершено;"Оказание услуг по  содержанию  автомобильныхдорогобщего пользования местного значения в границах населённых пунктов МО ""Ундозерское"" Плесецкого районаАрхангельскойобласти";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПЛЕСЕЦКИЙ РАЙОН""АРХАНГЕЛЬСКАЯОБЛАСТЬ РОССИЙСКАЯ ФЕДЕРАЦИЯ";09.12.2020;201 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300061820000118;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПЛЕСЕЦКИЙ РАЙОН"" АРХАНГЕЛЬСКАЯ ОБЛАСТЬ РОССИЙСКАЯ ФЕДЕРАЦИЯ";;;;;;;;;;;;
№ 0124300006420000184;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300006420000184;Определение поставщика завершено;Выделение специализированной техники для выполнения работ по содержанию автомобильныхдорогобщего пользования местного значения МО «Илезское» Устьянского районаАрхангельскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""УСТЬЯНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";09.12.2020;600 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300006420000184;"УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА И ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ МО ""УСТЬЯНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";;;;;;;;;;;;
№ 0124200000620007808;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124200000620007808;Определение поставщика завершено;Оказание услуг по содержанию автоматического поста весового контроля на участке км 437+063 – км 437+495 автомобильнойдорогиЧекшино – Тотьма – Котлас – Куратово  в Котласском районеАрхангельскойобласти;КОНТРАКТНОЕ АГЕНТСТВОАРХАНГЕЛЬСКОЙОБЛАСТИ;09.12.2020;5 601 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124200000620007808;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ДОРОЖНОЕ АГЕНТСТВО ""АРХАНГЕЛЬСКАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТУАЛЬНЫЕ ТРАНСПОРТНЫЕ СИСТЕМЫ ПОВОЛЖЬЯ""";;5 601 000,00;31.12.2021;19.01.2021;6452132765;410012, г. Саратов, ул. Им Чапаева В.И., д. 108А;7-8452-349586aresnin@bk.ru;
№ 0124300007020000093;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300007020000093;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования местного значения в границах Каргопольского муниципального округаАрхангельскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КАРГОПОЛЬСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";09.12.2020;5 500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300007020000093;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КАРГОПОЛЬСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";;;;;;;;;;;;
№ 0324300007320000056;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300007320000056;Определение поставщика завершено;Выполнение  работ по содержанию в зимний период автомобильныхдорогместного значения, расположенных на территории п.Шелекса, п.Река Емца, с.Савинское, п.Кривозерко, д.Шестово, п.88 квартал, п.Санаторий Тимме Плесецкого районаАрхангельскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""САВИНСКОЕ""";09.12.2020;948 737,50 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300007320000056;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""САВИНСКОЕ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САВИНСКБЕТОН""";1 - Победитель;520 000,00;Суханов Н. В.;2 - Второй номер;532 500,00;08.02.2022;13.01.2021;2920012804;164288, ОБЛ АРХАНГЕЛЬСКАЯ 29, Р-Н ПЛЕСЕЦКИЙ, РП САВИНСКИЙ, ВЛАДЕНИЕ ТЕРРИТОРИЯ ЗАЦИ;8818-32-61725stroimed@yandex.ru;
№ 0124300028920000229;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300028920000229;Определение поставщика завершено;выполнение работ по строительству парковки для гостевого автотранспорта;"УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГААРХАНГЕЛЬСКОЙОБЛАСТИ ""КОТЛАС""";08.12.2020;1 330 921,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300028920000229;"УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""КОТЛАС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНСТРОЙ""";1 - Победитель;1 026 799,29;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОГНИ СЕВЕРА""";2 - Второй номер;1 033 453,90;31.08.2021;15.01.2021;2904027779;165300, ОБЛ АРХАНГЕЛЬСКАЯ 29, Г КОТЛАС, ПР-КТ МИРА, ДОМ 21, КВАРТИРА 33;7-902-1982321merkot@rambler.ru;
№ 0124300016420000224;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300016420000224;Определение поставщика завершено;Выполнение работ по благоустройству дворовой территории многоквартирного жилого дома по адресу:Архангельскаяобласть , Онежский район, пос. Малошуйка, ул. Привокзальная, д.2.;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ОНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";08.12.2020;156 920,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300016420000224;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""МАЛОШУЙСКОЕ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Бармин П. Г.;;156 920,40;28.07.2021;31.12.2020;Да;ОБЛ АРХАНГЕЛЬСКАЯ 29, Р-Н ОНЕЖСКИЙ, - ЗОЛОТУХА;8-911-6885274barminpavel165@mail.ru;
№ 0324300070820000035;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300070820000035;Определение поставщика завершено;Выполнение работ по содержанию городских автомобильныхдорог, внутриквартальных проездов и тротуаров г. МирныйАрхангельскойобласти;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";07.12.2020;43 647 601,65 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300070820000035;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""МИРНЫЙ"" ""МУНИЦИПАЛ-СЕРВИС""";;43 647 601,65;31.12.2021;29.12.2020;2925003610;164170, ОБЛ АРХАНГЕЛЬСКАЯ 29, Г МИРНЫЙ, УЛ ЧКАЛОВА, 11;7-81834-54259munservis@mail.ru;
№ 0524300000620000057;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0524300000620000057;Определение поставщика завершено;Поставка стоек железобетонных марки СКЦ 11-3,5-2;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРСВЕТ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОДАРХАНГЕЛЬСК""";07.12.2020;894 145,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0524300000620000057;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРСВЕТ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД АРХАНГЕЛЬСК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПОРА""";;894 145,20;31.12.2021;30.12.2020;3525319410;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПОРА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПОРА"")Код по ОКПО:22774601ИНН:3525319410КПП:352501001Датапостановкина учет:19.02.2014";160032, ОБЛ ВОЛОГОДСКАЯ 35, Г ВОЛОГДА, УЛ КОНЕВА, 18 Г, 38;
№ 0524300000620000056;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0524300000620000056;Определение поставщика завершено;Поставка стоек железобетонных марки СВ 95-2 и СВ 110-3,5;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРСВЕТ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОДАРХАНГЕЛЬСК""";07.12.2020;482 255,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0524300000620000056;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРСВЕТ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД АРХАНГЕЛЬСК""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПОРА""";1 - Победитель;443 674,72;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЭК""";2 - Второй номер;446 086,00;31.12.2021;12.01.2021;3525319410;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПОРА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПОРА"")Код по ОКПО:22774601ИНН:3525319410КПП:352501001Датапостановкина учет:19.02.2014";160032, ОБЛ ВОЛОГОДСКАЯ 35, Г ВОЛОГДА, УЛ КОНЕВА, 18 Г, 38;
