№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;ИНН;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;Адрес;Контакты;ФИО Руководителя
№ 0156600044221000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600044221000006;Определение поставщика завершено;Ремонт автомобильныхдорог: д. Норочье (ул. Лесная), с. М. Уса (ул. Гладкова от д. № 6 до пересечения с ул. Запрудная до д. № 18), д. Куштомак (ул. Центральная), д. Кижи (ул. Полевая, от д. № 1а до д. № 12, до кладбища), с. Плишкари (ул. Комсомольская), с. Елово (ул. Молодежная, ул. Е.Пугачева, ул. Злыгостева, пер. Коммунальный, ул. Мира );АДМИНИСТРАЦИЯ ЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;10.02.2021;6 631 400,75 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600044221000006;АДМИНИСТРАЦИЯ ЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3595900551521000011;5944002712;АДМИНИСТРАЦИЯ ЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИКАМЬЕ""";6 531 929,75;10.03.2021 18:33 (МСК+2);;30.09.2021;10.03.2021;618170 Пермский край, Еловский район, с. Елово, ул. Калинина, 13-6;89024794644prikam_e@mail.ru;
№ 32109976186;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109976186;Работа комиссии;Поставка углекислоты жидкой для нуждПермскогоотряда филиала ФГП ВО ЖДТ России на Свердловской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.02.2021;84 000,00 ;;;;;;;;;;;;;;
№ 32109975728;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109975728;Закупка завершена;оказание комплекса услуг по содержанию территории, уборке, погрузке и вывозу снега с территории основной производственной площадки площадью 1,351 га;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОТОН-ПЕРМСКИЕМОТОРЫ""";10.02.2021;1 243 904,00 ;;;;;;;;;;;;;;
№ 0315100000321000004;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000004;Определение поставщика завершено;Выполнение работ по объекту: «Устройство защитных слоев на автомобильнойдорогеА-153 Нытва - Кудымкар на участке км 98+000 - км 107+000,Пермскийкрай. Устройство защитных слоев на автомобильнойдорогеА-153 Нытва - Кудымкар на участке км 65+000 - км 75+000,Пермскийкрай»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";09.02.2021;20 579 490,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0315100000321000004;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";№1212600032321000017;;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОСИНТЕЗ""";20 579 490,00;29.03.2021 14:08 (МСК+2);;;;;;
№ 0156600044221000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600044221000005;Определение поставщика завершено;Ремонт автомобильнойдорогиподъезд к д. Барановка;АДМИНИСТРАЦИЯ ЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;12 000 000,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600044221000005;АДМИНИСТРАЦИЯ ЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3595900551521000006;5920046527;АДМИНИСТРАЦИЯ ЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-КОММЕРЧЕСКАЯ ФИРМА ""КОНТИНЕНТ""";8 988 000,00;10.03.2021 18:17 (МСК+2);;30.09.2021;10.03.2021;617761 Пермский край, г.Чайковский, ул.Пушкина, 1Б;83424121611doroga59@icloud.com;
№ 0156600044221000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600044221000002;Определение поставщика завершено;Ремонт  автомобильнойдороги«Барановка-Дуброво», км 0+109 - км 3+200, км 8+500 – км 10+000;АДМИНИСТРАЦИЯ ЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;5 721 000,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600044221000002;АДМИНИСТРАЦИЯ ЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3595900551521000007;Да;АДМИНИСТРАЦИЯ ЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;КОКОРИН ВАСИЛИЙ ВИТАЛЬЕВИЧ;4 656 833,20;10.03.2021 18:19 (МСК+2);;15.08.2021;10.03.2021;618170, Пермский край, Еловский р-н, Елово с, ул.Кудрявцева, д.33 А - 2;89028024850annakokorina135@mail.ru;
№ 32109973655;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109973655;Закупка завершена;Поставка осветительной техники для нуждПермскогоотряда филиала ФГП ВО ЖДТ России на Свердловской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";09.02.2021;138 580,00 ;;;;;;;;;;;;;;
№ 32109973553;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109973553;Закупка завершена;Оказание услуги по мойке автомобилей легковых для нуждПермскогоотряда филиала ФГП ВО ЖДТ России на Свердловской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";09.02.2021;137 760,00 ;;;;;;;;;;;;;;
№ 0156600037221000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600037221000021;Определение поставщика завершено;Ремонт тротуар в п. Касимовка Гайнского муниципального округаПермскогокрая;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;1 006 081,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600037221000021;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100811021000024;5981007620;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО ""РЕСУРС""";844 665,49;12.03.2021 11:46 (МСК+2);;31.12.2021;12.03.2021;619660, Пермский край, Гайнский р-н, поселок Верхняя Старица, ул К.Маркса, д 3;73424535595Korchma07@rambler.ru;
№ 0156600038621000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600038621000009;Определение поставщика завершено;Ремонт автомобильныхдорогпо ул. Ленина в с. Коса (от ул. Боталова до границы с п. Кордон), ул. Карла Маркса в п. Кордон ( от границы с. Коса до  д. №5);АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;23 683 553,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600038621000009;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100812721000012;5906858340;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА-59""";23 683 553,00;01.03.2021 16:10 (МСК+2);;31.12.2021;01.03.2021;614014, г Пермь, ул Восстания, д 4Б, оф 7;83422068227ooommc-59@mail.ru;
№ 0156600015521000025;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015521000025;Определение поставщика завершено;Ремонт автомобильныхдорогп. Сарс: ул. Заречная от д. № 1 до д. № 4 (0,652 км), ул. Орджоникидзе от д. № 19 до ул. Заречная (0,812 км), ул. Речная от ул. Ульянова до д. № 12, от д. № 21 до д. № 23 (0,776 км), ул. Ивана Пашукова отавтодороги«Голдыри-Орда-Октябрьский» - З.Сарс до ул. Солнечная (0,675 км), ул. Калинина от ул. Лесная до ул. 19 Партсъезд (0,296 км), ул. 20 Партсъезд от ул. Уральская до ул. Кирова (0,720 км), ул. Кирова от ул. Северная до ул. Ленина, от ул. Мира до д. № 35 (1,740 км), Покрово-Смирновский хутор ул. Ворошиловская от д. № 1Г до д. № 5 (0,640 км);АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;5 258 704,78 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015521000025;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И БЛАГОУСТРОЙСТВА ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3595189916221000022;5951002713;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И БЛАГОУСТРОЙСТВА ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНИТ""";5 206 117,72;18.03.2021 15:27 (МСК+2);;05.08.2021;18.03.2021;Пермский край, Октябрьский район, рп. Октябрьский, ул. Трактовая, д. 1, корп. Ж;83426621327granit59okt@mail.ru;
№ 0156600035321000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000020;Определение поставщика завершено;Ремонт автомобильнойдорогиБорисова - Софонкова, км 00+000 - км 00+532;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;735 757,21 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000020;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000011;5981007941;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""СЕРВИСНЫЙ ЦЕНТР КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";556 321,21;10.03.2021 8:39 (МСК+2);;31.07.2021;10.03.2021;619001, Пермский край, Кудымкарский р-н, деревня Степанова, ул Сазонова, д 10;83426049301sc_kmp_pk@mail.ru;
№ 0156600035321000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000019;Определение поставщика завершено;Ремонт автомобильнойдорогиКува - Важ-Пашня, км 00+000 - км 01+590;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;2 353 769,10 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000019;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000012;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";ЯРКОВ АЛЕКСАНДР ПЕТРОВИЧ;1 920 000,00;11.03.2021 15:29 (МСК+2);;26.07.2021;11.03.2021;619556, Пермский край, Кудымкарский р-н, Белоево с, ул.Советская, д.34а;83426035122ip_aleksandr@inbox.ru;
№ 0156600035321000018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000018;Определение поставщика завершено;Ремонт автомобильнойдорогиБатина - Родева, км 01+400 - км 03+000;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;3 157 508,52 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000018;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000010;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";САВЕЛЬЕВ МИХАИЛ ФЕДОРОВИЧ;2 411 244,67;10.03.2021 8:39 (МСК+2);;17.08.2021;10.03.2021;619561, Пермский край, Кудымкарский р-н, Поносова д, ул.Садовая, д.4;89222441847mikhail.savelev.59@mail.ru;
№ 0156600035321000017;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000017;Определение поставщика завершено;Ремонт автомобильнойдорогиБелоево - Виль-Чигас, км 00+000 - км 01+680;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;3 266 666,67 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000017;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000008;5916023767;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАРАТ-СТРОЙ""";2 433 666,66;30.03.2021 8:26 (МСК+2);;17.08.2021;30.03.2021;142209, Московская обл, г Серпухов, ул Чернышевского, д 35, кв 88;73427230904narat_stroy@mail.ru;
№ 0156600035321000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000016;Определение поставщика завершено;Ремонт автомобильнойдорогиПодъезд к д. Почкина, км 00+000 - км 01+220;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;4 066 666,67 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000016;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000009;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";ЗАХАРОВА ЕЛЕНА ВЛАДИМИРОВНА;3 150 000,00;11.03.2021 15:29 (МСК+2);;25.07.2021;11.03.2021;618400, Пермский край, г Березники, Советский пр-кт, д 22, кв 37;89223433985elena.zaharova21@mail.ru;
№ 0156600035321000015;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000015;Определение поставщика завершено;Ремонт автомобильнойдорогиЮрино-Степанова, км 00+000 - км 01+177;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;4 917 055,71 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000015;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000005;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";МЕХОНОШИН ВЛАДИМИР МИХАЙЛОВИЧ;4 917 055,71;03.03.2021 8:29 (МСК+2);;09.08.2021;03.03.2021;619000, Пермский край, г Кудымкар, ул 50 лет Октября, д 37А, кв 75;89922123503ip.mehonoshin@yandex.ru;
№ 0156600035321000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000014;Определение поставщика завершено;Ремонт автомобильнойдорогиКосьва - Тарасова, км 00+000 - км 02+670;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;09.02.2021;5 191 388,89 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000014;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000007;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";ТУПИЦЫН АНДРЕЙ ВАСИЛЬЕВИЧ;3 710 645,75;10.03.2021 8:39 (МСК+2);;24.08.2021;10.03.2021;619567, Пермский край, Кудымкарский р-н, деревня Мижуева, ул Молодежная, д 26;89024789174kudlesteh@yandex.ru;
№ 0356200031321000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0356200031321000004;Определение поставщика завершено;Поставка запчастей для специализированных машин;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГИ ТРАНСПОРТА""ПЕРМСКОГОКРАЯ";08.02.2021;870 379,17 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0356200031321000004;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ И ТРАНСПОРТА"" ПЕРМСКОГО КРАЯ";№2590219293421000021;7810725939;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ И ТРАНСПОРТА"" ПЕРМСКОГО КРАЯ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРОДВЕЙ СЕРВИС""";870 379,17;09.03.2021 17:01 (МСК+2);;30.06.2021;09.03.2021;196105, г Санкт-Петербург, Витебский пр-кт, д 11 литер с, оф 213;89126433167kovaleva@broddway.ru;
№ 0356200031321000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0356200031321000003;Определение поставщика завершено;Оказание услуг по обязательному страхованию автогражданской ответственности владельцев транспортных средств;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГИ ТРАНСПОРТА""ПЕРМСКОГОКРАЯ";08.02.2021;262 484,81 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0356200031321000003;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ И ТРАНСПОРТА"" ПЕРМСКОГО КРАЯ";№2590219293421000020;7710026574;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ И ТРАНСПОРТА"" ПЕРМСКОГО КРАЯ";"Страховое Акционерное Общество ""ВСК""";121 969,68;09.03.2021 9:37 (МСК+2);;31.12.2022;09.03.2021;121552, Москва г, ул.Островная, д.4;825633591Chusov.perm@vsk.ru;
№ 0156600018621000031;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600018621000031;Определение поставщика завершено;Ремонт участка автомобильнойдороги «Пермь-Ильинский» -Москвина км 000+042 – км 011+855;АДМИНИСТРАЦИЯ ИЛЬИНСКОГО ГОРОДСКОГО ОКРУГА;05.02.2021;17 600 592,66 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600018621000031;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ИЛЬИНСКОГО ГОРОДСКОГО ОКРУГА;№3590704560521000022;5907025503;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ИЛЬИНСКОГО ГОРОДСКОГО ОКРУГА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРПУТЬСТРОЙ""";10 357 948,99;16.03.2021 15:14 (МСК+2);;15.09.2021;16.03.2021;617020, Пермский край, п. Ильинский, ул. Рабочая, 11Б;83427691470dps_perm@mail.ru;
