№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;ИНН;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;Адрес;Контакты;ФИО Руководителя
№ 0372100009921000006;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0372100009921000006;Подача заявок;"Лот № 4: Осуществление строительного контроля, оказание услуг по техническим испытаниям и анализам, в том числе оказание услуг по техническому инспектированию, по технической проверке и анализу при выполнении работ по текущему ремонту действующей сети автомобильныхдорогобщего пользования федерального значения на объекте:  «Ремонт автомобильнойдорогиР-21 ""Кола""Санкт-Петербург- Петрозаводск - Мурманск - Печенга - граница с Королевством Норвегия на участке км 211+720 - км 260+778, Ленинградская область»";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.03.2021;19 419 474,00 ;;;;;;;;;;;;;;
№ 0372100009921000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0372100009921000005;Определение поставщика завершено;"Лот № 3: Выполнение работ по текущему ремонту действующей сети автомобильныхдорогобщего пользования федерального значения на объекте: «Ремонт автомобильнойдорогиР-21 ""Кола""Санкт-Петербург- Петрозаводск - Мурманск - Печенга - граница с Королевством Норвегия на участке км 211+720 - км 260+778, Ленинградская область»";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.03.2021;1 248 203 730,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009921000005;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВАД""";;1 248 203 730,00;;;;;
№ 0172300004821000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0172300004821000007;Определение поставщика завершено;Выполнение работ по ямочному ремонту асфальтобетонного покрытия на внутриквартальных территориях внутригородского муниципального образованияСанкт-Петербургамуниципальный округ Владимирский округ;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯСАНКТ-ПЕТЕРБУРГАМУНИЦИПАЛЬНЫЙ ОКРУГ ВЛАДИМИРСКИЙ ОКРУГ;03.03.2021;640 345,50 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0172300004821000007;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ САНКТ-ПЕТЕРБУРГА МУНИЦИПАЛЬНЫЙ ОКРУГ ВЛАДИМИРСКИЙ ОКРУГ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕСИ""";7841379044;1 - Победитель;396 798,27;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОАД-21""";2 - Второй номер;400 000,00;31.12.2021;29.03.2021;192102, Г САНКТ-ПЕТЕРБУРГ 78, УЛ БУХАРЕСТСКАЯ, ДОМ 24, КОРПУС 1 ЛИТЕР А, ВХОД  17-Н ПОМ.№24;7-812-6461022lesi-ooo@yandex.ru;
№ 0336100012521000022;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012521000022;Работа комиссии;Строительный контроль при проведении работ по объекту: «Капитальный ремонт мостов через реку Мста на км 501+878 (левый, правый) автомобильнойдорогиМ-10 «Россия» Москва - Тверь - Великий Новгород -Санкт-Петербург, Новгородская область (Устройство локальных очистных сооружений)»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";02.03.2021;1 320 848,00 ;;;;;;;;;;;;;;
№ 32110045059;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110045059;Закупка завершена;на выполнение работ по содержанию автомобильныхдорогрегионального значения в Калининском районеСанкт-Петербурга, включенных в Перечни автомобильныхдорогобщего и необщего пользования регионального значения вСанкт Петербургев первом полугодии 2021 года для обеспечения государственных нуждСанкт-Петербурга.;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛОМЯЖСКОЕ""";02.03.2021;4 538 022,02 ;;;;;;;;;;;;;;
№ 0336100012521000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0336100012521000021;Определение поставщика завершено;...  0+450 автомобильнойдорогиА-111 подъезднаядорогаот автомобильнойдорогиМ-10 ...  2+764 автомобильнойдорогиА-111 подъезднаядорогаот автомобильнойдорогиМ-10 ...  6+446 автомобильнойдорогиА-111 подъезднаядорогаот автомобильнойдорогиМ-10 ...  8+615 автомобильнойдорогиА-111 подъезднаядорогаот автомобильнойдорогиМ-10 ...  11+200 автомобильнойдорогиА-111 подъезднаядорогаот автомобильнойдорогиМ-10 ...;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";01.03.2021;10 953 120,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012521000021;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;7709861080;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТСТРОЙ""";;10 953 120,00;30.12.2021;30.03.2021;109542, г. Москва, проспект Рязанский, д. 86/1, строение 3, комната 41а;субъект малого предпринимательства;
№ 0372200008521000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372200008521000023;Определение поставщика завершено;Выполнение работ по текущему ремонту на территории стадиона (выравнивание территории для последующей установки 4 мобильных зданий 7350мм х 6015мм) Красносельского районаСанкт-Петербургапо адресу:Санкт-Петербург, г.Красное Село, ул. Первого Мая, уч.19;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ПОДРОСТКОВО-МОЛОДЕЖНЫЙ ЦЕНТР ""ЛИГОВО""";01.03.2021;512 920,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372200008521000023;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ПОДРОСТКОВО-МОЛОДЕЖНЫЙ ЦЕНТР ""ЛИГОВО""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТС-ЭНЕРГОСТРОЙ""";1101168650;1 - Победитель;386 814,53;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНССТРОЙТРЕСТ""";2 - Второй номер;389 379,13;31.12.2021;23.03.2021;167005, Российская Федерация, Республика Коми, Сыктывкар, Сыктывкар, УЛ ТЕНТЮКОВСКАЯ , ДОМ 123, КВАРТИРА 16, 87701000001;субъект малого предпринимательства;
№ 0336100012521000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0336100012521000020;Определение поставщика завершено;...  2+433 автомобильнойдорогиА-111 подъезднаядорогаот автомобильнойдорогиМ-10 ...  2+850 автомобильнойдорогиА-111 подъезднаядорогаот автомобильнойдорогиМ-10 ...  3+672 автомобильнойдорогиА-111 подъезднаядорогаот автомобильнойдорогиМ-10 ...;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";01.03.2021;5 035 860,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012521000020;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТСТРОЙ""";7709861080;1 - Победитель;4 683 349,80;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСТОСТРОИТЕЛЬНАЯ КОМПАНИЯ""";2 - Второй номер;4 708 529,10;30.12.2021;30.03.2021;109542, г. Москва, проспект Рязанский, д. 86/1, строение 3, комната 41а;субъект малого предпринимательства;
№ 0172200002221000019;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0172200002221000019;Подача заявок;Выполнение работ по текущему ремонту асфальтового покрытия в учреждениях образования Фрунзенского районаСанкт-Петербургав 2021 году (лот 3);АДМИНИСТРАЦИЯ ФРУНЗЕНСКОГО РАЙОНАСАНКТ-ПЕТЕРБУРГА;01.03.2021;11 190 114,00 ;;;;;;;;;;;;;;
№ 0336100012521000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0336100012521000019;Определение поставщика завершено;Ремонт водопропускной трубы на км 0+369 автомобильнойдорогиА-111 подъезднаядорогаот автомобильнойдорогиМ-10 «Россия» к государственному комплексу «Завидово», Дорино – Дом рыбака, Тверская область;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";01.03.2021;10 438 660,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012521000019;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;7709861080;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТСТРОЙ""";;10 386 466,70;01.11.2021;30.03.2021;109542, г. Москва, проспект Рязанский, д. 86/1, строение 3, комната 41а;субъект малого предпринимательства;
№ 0372100009921000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009921000004;Определение поставщика отменено;Лот № 11: Выполнение работ по содержанию систем видеоконтроля (камер фотовидеофиксации нарушений ПДД) в рамках выполнения работ по содержанию действующей сети автомобильныхдорогобщего пользования федерального значения в 2021 году, находящихся в оперативном управлении ФКУ Упрдор «Северо-Запад» (в Ленинградской, Псковской областях и в г.Санкт-Петербурге);"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";01.03.2021;112 870 184,00 ;;;;;;;;;;;;;;
№ 0172200002921000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0172200002921000024;Определение поставщика завершено;Выполнение работ по устранению аварийного состояния элементов благоустройства на территории Пушкинского районаСанкт-Петербурга, в соответствии с адресной программой;АДМИНИСТРАЦИЯ ПУШКИНСКОГО РАЙОНАСАНКТ-ПЕТЕРБУРГА;01.03.2021;9 242 667,43 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0172200002921000024;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВА И КОММУНАЛЬНОГО ОБСЛУЖИВАНИЯ ПУШКИНСКОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИСДОРСТРОЙ""";7838063690;1 - Победитель;7 948 693,91;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕФЕСТ""";2 - Второй номер;7 994 907,25;31.12.2021;30.03.2021;192029, Российская Федерация, Муниципальные образования Города Санкт-Петербурга (города федерального значения), муниципальный округ Невская застава, Внутригородские муниципальные образования города Санкт-Петербурга (см. также 40 900 000), пр. Обуховской Обороны, д. 86, лит.К,оф. (кв.) пом. 21Н, офис 303А, 40378000;7-921-4230405tss-fd@mail.ru;
№ 0336100012521000018;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012521000018;Работа комиссии;Строительный контроль при проведении работ по объекту: «Капитальный ремонт автомобильнойдорогиА-111 Подъезднаядорогаот автомобильнойдорогиМ-10 «Россия» к государственному комплексу «Завидово». Подъезд к Тешилово на участке км 0+000 – км 0+700, Тверская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";01.03.2021;740 155,00 ;;;;;;;;;;;;;;
№ 0336100012521000017;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012521000017;Работа комиссии;Строительный контроль при проведении работ по объекту: «Капитальный ремонт автомобильнойдорогиА-111 Подъезднаядорогаот автомобильнойдорогиМ-10 «Россия» к государственному комплексу «Завидово». Завидово – Козлово (старое направление) на участке км 0+000 – км 2+500, Тверская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";01.03.2021;3 081 396,00 ;;;;;;;;;;;;;;
№ 0336100012521000016;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012521000016;Работа комиссии;"Строительный контроль при проведении работ по объекту: «Капитальный ремонт автомобильнойдорогиМ-10 ""Россия"" Москва – Тверь – Великий Новгород –Санкт-Петербургна участке км 402+000 – км 418+000, Новгородская область (корректировка)»";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";01.03.2021;19 108 733,50 ;;;;;;;;;;;;;;
